id,name,lastname,price,flycode,typePassenger,statusFlight
165,Sib,Riquelme,33000,IB0800A,EconomyClass,Aterrizado
166,Darleen,Garcia,42000,IB0800A,EconomyClass,Aterrizado
167,Didi,Miranda,15000,IB0800A,EconomyClass,Aterrizado
168,Lodovico,Bravo,18000,IB0800A,EconomyClass,Aterrizado
169,Farley,Vera,12000,IB0800A,EconomyClass,Aterrizado
170,Devi,Molina,25000,IB0800A,EconomyClass,Aterrizado
171,Clair,Vega,37000,IB0800A,EconomyClass,Aterrizado
172,Addy,Campos,33000,IB0800A,EconomyClass,Aterrizado
173,Brandon,Sandoval,18000,IB0800A,EconomyClass,Aterrizado
174,Prentiss,Orellana,30000,IB0800A,EconomyClass,Aterrizado
198,Eleonora,Vidal,42000,BA2491A,EconomyClass,Aterrizado
199,Eliot,Salinas,12000,BA2491A,EconomyClass,Aterrizado
200,Alana,Zuniga,30000,BA2491A,EconomyClass,Aterrizado
201,Odey,Pena,20000,BA2491A,EconomyClass,Aterrizado
202,Yorke,Godoy,15000,BA2491A,EconomyClass,Aterrizado
203,Cissiee,Lagos,18000,BA2491A,EconomyClass,Aterrizado
204,Jillana,Maldonado,18000,BA2491A,EconomyClass,Aterrizado
231,Marmaduke,Perez,10000,BA2491A,EconomyClass,Aterrizado
232,Alla,Gomez,30000,BA2491A,EconomyClass,Aterrizado
233,Peter,Martin,12000,BA2491A,EconomyClass,Aterrizado
234,Pietro,Jimenez,18000,BA2491A,EconomyClass,Aterrizado
235,Hiram,Ruiz,20000,BA2491A,EconomyClass,Aterrizado
236,Anastasia,Hernandez,18000,BA2491A,EconomyClass,Aterrizado
252,Karlotte,Diaz,20000,BA2491A,EconomyClass,Aterrizado
253,Norene,Perez,25000,BA2491A,EconomyClass,Aterrizado
254,Morris,Soto,10000,BA2491A,EconomyClass,Aterrizado
255,Yuri,Contreras,25000,BA2491A,EconomyClass,Aterrizado
256,Gusty,Silva,10000,BA2491A,EconomyClass,Aterrizado
257,Jori,Martinez,12000,BA2491A,EconomyClass,Aterrizado
258,Sydelle,Sepulveda,30000,BA2491A,EconomyClass,Aterrizado
259,Merrile,Morales,50000,BA2491A,EconomyClass,Aterrizado
286,Jodi,Vergara,30000,BA2491A,EconomyClass,Aterrizado
287,Ofelia,Rivera,30000,BA2491A,EconomyClass,Aterrizado
288,Dudley,Figueroa,42000,BA2491A,EconomyClass,Aterrizado
289,Dulcea,Riquelme,25000,BA2491A,EconomyClass,Aterrizado
290,Gordon,Garcia,25000,BA2491A,EconomyClass,Aterrizado
291,Chalmers,Miranda,10000,BA2491A,EconomyClass,Aterrizado
292,Christiano,Bravo,50000,BA2491A,EconomyClass,Aterrizado
293,Russell,Vera,50000,BA2491A,EconomyClass,Aterrizado
294,Cleo,Molina,50000,BA2491A,EconomyClass,Aterrizado
298,Sayre,Orellana,18000,TU6789B,EconomyClass,Aterrizado
299,Jody,Cardenas,33000,TU6789B,EconomyClass,Aterrizado
300,Zabrina,Olivares,12000,TU6789B,EconomyClass,Aterrizado
301,Cos,Alarcon,30000,TU6789B,EconomyClass,Aterrizado
302,Ron,Gallardo,20000,TU6789B,EconomyClass,Aterrizado
303,Charin,Ortiz,12000,TU6789B,EconomyClass,Aterrizado
304,Coleman,Garrido,33000,TU6789B,EconomyClass,Aterrizado
305,Jacinda,Salazar,50000,TU6789B,EconomyClass,Aterrizado
306,Silvan,Guzman,12000,TU6789B,EconomyClass,Aterrizado
307,Renie,Hernandez,33000,TU6789B,EconomyClass,Aterrizado
308,Davide,Saavedra,42000,TU6789B,EconomyClass,Aterrizado
309,Ernestus,Navarro,12000,TU6789B,EconomyClass,Aterrizado
310,Brnaba,Aguilera,37000,TU6789B,EconomyClass,Aterrizado
311,Tabor,Parra,37000,TU6789B,EconomyClass,Aterrizado
312,Lenci,Romero,42000,TU6789B,EconomyClass,Aterrizado
313,Franchot,Aravena,12000,TU6789B,EconomyClass,Aterrizado
314,Charisse,Vargas,50000,TU6789B,EconomyClass,Aterrizado
315,Timothea,Vazquez,20000,TU6789B,EconomyClass,Aterrizado
316,Angelika,Caceres,50000,BA2491A,EconomyClass,Aterrizado
317,Web,Yunez,37000,BA2491A,EconomyClass,Aterrizado
318,Urban,Leiva,10000,BA2491A,EconomyClass,Aterrizado
319,Fan,Escobar,18000,BA2491A,EconomyClass,Aterrizado
320,Donaugh,Ruiz,12000,BA2491A,EconomyClass,Aterrizado
321,Wilona,Valdes,25000,BA2491A,EconomyClass,Aterrizado
322,Richard,Vidal,42000,BA2491A,EconomyClass,Aterrizado
323,Hilary,Salinas,37000,BA2491A,EconomyClass,Aterrizado
324,Ad,Zuniga,33000,BA2491A,EconomyClass,Aterrizado
325,Maynord,Pena,42000,BA2491A,EconomyClass,Aterrizado
326,Lina,Godoy,12000,TU6789B,EconomyClass,Aterrizado
327,Nerty,Lagos,20000,TU6789B,EconomyClass,Aterrizado
328,Matias,Maldonado,33000,TU6789B,EconomyClass,Aterrizado
329,Urbano,Bustos,50000,TU6789B,EconomyClass,Aterrizado
330,Rosemarie,Medina,33000,TU6789B,EconomyClass,Aterrizado
331,Booth,Pino,15000,TU6789B,EconomyClass,Aterrizado
332,Eden,Palma,18000,TU6789B,EconomyClass,Aterrizado
333,Cornie,Moreno,15000,TU6789B,EconomyClass,Aterrizado
334,Isak,Sanhueza,20000,TU6789B,EconomyClass,Aterrizado
335,Rand,Carvajal,20000,TU6789B,EconomyClass,Aterrizado
336,Dominique,Navarrete,37000,TU6789B,EconomyClass,Aterrizado
337,Lira,Saez,30000,TU6789B,EconomyClass,Aterrizado
338,Filbert,Alvarado,20000,TU6789B,EconomyClass,Aterrizado
339,Nona,Donoso,30000,TU6789B,EconomyClass,Aterrizado
340,Melloney,Poblete,33000,TU6789B,EconomyClass,Aterrizado
341,Rafaello,Bustamante,37000,TU6789B,EconomyClass,Aterrizado
342,Floria,Toro,12000,TU6789B,EconomyClass,Aterrizado
343,Johannes,Ortega,18000,TU6789B,EconomyClass,Aterrizado
344,Genevra,Venegas,10000,TU6789B,EconomyClass,Aterrizado
345,Aldric,Guerrero,50000,TU6789B,EconomyClass,Aterrizado
346,Janeta,Mendoza,10000,TU6789B,EconomyClass,Aterrizado
347,Tarra,Farias,12000,TU6789B,EconomyClass,Aterrizado
348,Jefferey,San Martin,33000,TU6789B,EconomyClass,Aterrizado
349,Cassie,Gonzalez,50000,TU6789B,EconomyClass,Aterrizado
350,Maiga,Fernandez,20000,TU6789B,EconomyClass,Aterrizado
351,Heddi,Rodriguez,20000,TU6789B,EconomyClass,Aterrizado
352,Marieann,Lopez,50000,TU6789B,EconomyClass,Aterrizado
353,Carita,Martinez,42000,TU6789B,EconomyClass,Aterrizado
354,Kurtis,Sanchez,50000,TU6789B,EconomyClass,Aterrizado
355,Wilfred,Perez,20000,TU6789B,EconomyClass,Aterrizado
356,Isabelle,Gomez,20000,TU6789B,EconomyClass,Aterrizado
357,Nisse,Martin,37000,TU6789B,EconomyClass,Aterrizado
358,Ula,Jimenez,50000,TU6789B,EconomyClass,Aterrizado
359,Tully,Ruiz,18000,TU6789B,EconomyClass,Aterrizado
360,Honor,Hernandez,30000,TU6789B,EconomyClass,Aterrizado
361,Sinclair,Diaz,50000,TU6789B,EconomyClass,Aterrizado
362,Buddy,Moreno,50000,TU6789B,EconomyClass,Aterrizado
363,Neilla,Alvarez,50000,TU6789B,EconomyClass,Aterrizado
364,Junie,Munoz,20000,TU6789B,EconomyClass,Aterrizado
365,Neely,Romero,20000,TU6789B,EconomyClass,Aterrizado
366,Klarrisa,Alonso,18000,TU6789B,EconomyClass,Aterrizado
367,Maryellen,Gutierrez,37000,TU6789B,EconomyClass,Aterrizado
368,Clywd,Navarro,33000,TU6789B,EconomyClass,Aterrizado
369,Deni,Torres,42000,TU6789B,EconomyClass,Aterrizado
370,Ingrim,Dominguez,30000,TU6789B,EconomyClass,Aterrizado
371,Franni,Vazquez,42000,TU6789B,EconomyClass,Aterrizado
372,Andy,Ramos,37000,TU6789B,EconomyClass,Aterrizado
373,Veronica,Gonzalez,42000,TU6789B,EconomyClass,Aterrizado
374,Dalis,Munoz,42000,TU6789B,EconomyClass,Aterrizado
375,Nanni,Rojas,25000,BA2491A,EconomyClass,Aterrizado
376,Vikky,Diaz,15000,BA2491A,EconomyClass,Aterrizado
377,Hussein,Perez,25000,BA2491A,EconomyClass,Aterrizado
378,Brigg,Soto,10000,BA2491A,EconomyClass,Aterrizado
379,Crawford,Contreras,12000,BA2491A,EconomyClass,Aterrizado
380,Fran,Silva,30000,BA2491A,EconomyClass,Aterrizado
381,Silas,Martinez,15000,BA2491A,EconomyClass,Aterrizado
382,Alister,Sepulveda,33000,BA2491A,EconomyClass,Aterrizado
383,George,Morales,15000,TU6789B,EconomyClass,Aterrizado
384,Nonnah,Rodriguez,25000,TU6789B,EconomyClass,Aterrizado
385,Gayel,Lopez,20000,TU6789B,EconomyClass,Aterrizado
386,Demeter,Fuentes,10000,TU6789B,EconomyClass,Aterrizado
387,Juliann,Hernandez,50000,TU6789B,EconomyClass,Aterrizado
388,Shauna,Torres,25000,TU6789B,EconomyClass,Aterrizado
389,Anna-maria,Araya,42000,TU6789B,EconomyClass,Aterrizado
390,Ag,Flores,50000,TU6789B,EconomyClass,Aterrizado
400,Prince,Vazquez,25000,MM0987B,EconomyClass,En Horario
401,Vail,Sanchez,33000,MM0987B,EconomyClass,En Horario
402,Rachel,Fernandez,12000,MM0987B,EconomyClass,En Horario
403,Bar,Ramirez,20000,TU6789B,EconomyClass,Aterrizado
404,Willa,Carrasco,30000,TU6789B,EconomyClass,Aterrizado
405,Amerigo,Gomez,33000,TU6789B,EconomyClass,Aterrizado
406,Fredric,Cortes,50000,TU6789B,EconomyClass,Aterrizado
407,Mikael,Herrera,50000,TU6789B,EconomyClass,Aterrizado
408,Benson,Nunez,20000,TU6789B,EconomyClass,Aterrizado
409,Sileas,Jara,20000,TU6789B,EconomyClass,Aterrizado
410,Fidelia,Vergara,12000,TU6789B,EconomyClass,Aterrizado
411,Frayda,Rivera,30000,TU6789B,EconomyClass,Aterrizado
412,Babita,Figueroa,30000,TU6789B,EconomyClass,Aterrizado
413,Clair,Riquelme,42000,TU6789B,EconomyClass,Aterrizado
414,Morie,Garcia,12000,TU6789B,EconomyClass,Aterrizado
415,Skylar,Miranda,20000,TU6789B,EconomyClass,Aterrizado
416,Dennie,Bravo,42000,TU6789B,EconomyClass,Aterrizado
417,Sibley,Vera,20000,TU6789B,EconomyClass,Aterrizado
418,Addia,Molina,20000,TU6789B,EconomyClass,Aterrizado
419,Ed,Vega,18000,TU6789B,EconomyClass,Aterrizado
420,Lothaire,Campos,12000,TU6789B,EconomyClass,Aterrizado
421,Neila,Sandoval,15000,TU6789B,EconomyClass,Aterrizado
477,Mariele,Martinez,33000,GU2345F,EconomyClass,En Vuelo
478,Brooke,Sanchez,20000,GU2345F,EconomyClass,En Vuelo
479,Benita,Perez,25000,GU2345F,EconomyClass,En Vuelo
480,Marissa,Gomez,37000,GU2345F,EconomyClass,En Vuelo
481,Lionello,Martin,37000,GU2345F,EconomyClass,En Vuelo
482,Tori,Jimenez,42000,GU2345F,EconomyClass,En Vuelo
483,Micheil,Ruiz,37000,GU2345F,EconomyClass,En Vuelo
484,Kym,Hernandez,20000,GU2345F,EconomyClass,En Vuelo
485,Melisse,Diaz,10000,GU2345F,EconomyClass,En Vuelo
486,Bartholomew,Moreno,33000,GU2345F,EconomyClass,En Vuelo
487,Rorie,Alvarez,25000,GU2345F,EconomyClass,En Vuelo
488,Hedvige,Munoz,37000,GU2345F,EconomyClass,En Vuelo
489,Dorothea,Romero,15000,GU2345F,EconomyClass,En Vuelo
490,Tamarah,Alonso,50000,GU2345F,EconomyClass,En Vuelo
491,Skipton,Gutierrez,10000,GU2345F,EconomyClass,En Vuelo
492,Minny,Navarro,33000,GU2345F,EconomyClass,En Vuelo
493,Joshia,Torres,33000,GU2345F,EconomyClass,En Vuelo
494,Mirilla,Dominguez,30000,GU2345F,EconomyClass,En Vuelo
495,Willey,Vazquez,15000,GU2345F,EconomyClass,En Vuelo
496,Conrado,Ramos,50000,GU2345F,EconomyClass,En Vuelo
497,Fredia,Gonzalez,30000,GU2345F,EconomyClass,En Vuelo
498,Gretchen,Munoz,12000,GU2345F,EconomyClass,En Vuelo
499,Bibbie,Rojas,37000,GU2345F,EconomyClass,En Vuelo
500,Warren,Diaz,25000,GU2345F,EconomyClass,En Vuelo
501,Gabi,Perez,30000,GU2345F,EconomyClass,En Vuelo
502,Callie,Soto,50000,GU2345F,EconomyClass,En Vuelo
503,Patton,Contreras,15000,GU2345F,EconomyClass,En Vuelo
504,Karie,Silva,25000,GU2345F,EconomyClass,En Vuelo
505,Martguerita,Martinez,50000,GU2345F,EconomyClass,En Vuelo
506,Lothaire,Sepulveda,20000,GU2345F,EconomyClass,En Vuelo
507,Patrice,Morales,37000,GU2345F,EconomyClass,En Vuelo
508,Lin,Rodriguez,12000,MM0987B,EconomyClass,En Horario
509,Cornie,Lopez,42000,MM0987B,EconomyClass,En Horario
510,Irena,Fuentes,20000,MM0987B,EconomyClass,En Horario
511,Markos,Hernandez,20000,MM0987B,EconomyClass,En Horario
512,Bird,Torres,18000,MM0987B,EconomyClass,En Horario
513,Lorna,Araya,42000,MM0987B,EconomyClass,En Horario
514,Vincents,Flores,25000,MM0987B,EconomyClass,En Horario
515,Torrey,Espinoza,42000,GU2345F,EconomyClass,En Vuelo
516,Pernell,Valenzuela,50000,GU2345F,EconomyClass,En Vuelo
517,Danya,Castillo,25000,GU2345F,EconomyClass,En Vuelo
518,Erda,Tapia,37000,GU2345F,EconomyClass,En Vuelo
519,Ethe,Reyes,20000,GU2345F,EconomyClass,En Vuelo
520,Coop,Gutierrez,37000,GU2345F,EconomyClass,En Vuelo
521,Sheridan,Castro,50000,GU2345F,EconomyClass,En Vuelo
522,Charles,Pizarro,42000,GU2345F,EconomyClass,En Vuelo
523,Eddy,Alvarez,12000,GU2345F,EconomyClass,En Vuelo
524,Janey,Vazquez,42000,GU2345F,EconomyClass,En Vuelo
525,Edan,Sanchez,20000,GU2345F,EconomyClass,En Vuelo
526,Homer,Fernandez,10000,GU2345F,EconomyClass,En Vuelo
527,Eveline,Ramirez,37000,GU2345F,EconomyClass,En Vuelo
528,Helen-elizabeth,Carrasco,20000,GU2345F,EconomyClass,En Vuelo
529,Daveta,Gomez,20000,GU2345F,EconomyClass,En Vuelo
530,Mort,Cortes,42000,GU2345F,EconomyClass,En Vuelo
531,Maxi,Herrera,37000,GU2345F,EconomyClass,En Vuelo
532,Nathalie,Nunez,37000,GU2345F,EconomyClass,En Vuelo
533,Dennison,Jara,25000,GU2345F,EconomyClass,En Vuelo
534,Bunnie,Vergara,33000,GU2345F,EconomyClass,En Vuelo
535,Frans,Rivera,33000,BA2491A,EconomyClass,Aterrizado
536,Delmar,Figueroa,42000,BA2491A,EconomyClass,Aterrizado
537,Ced,Riquelme,20000,BA2491A,EconomyClass,Aterrizado
538,Caren,Garcia,12000,BA2491A,EconomyClass,Aterrizado
539,Christie,Miranda,18000,BA2491A,EconomyClass,Aterrizado
540,Saunders,Bravo,25000,BA2491A,EconomyClass,Aterrizado
541,Deny,Vera,18000,GU2345F,EconomyClass,En Vuelo
542,Gene,Molina,15000,GU2345F,EconomyClass,En Vuelo
543,Margeaux,Vega,18000,GU2345F,EconomyClass,En Vuelo
544,Prisca,Campos,18000,GU2345F,EconomyClass,En Vuelo
545,Domini,Sandoval,18000,GU2345F,EconomyClass,En Vuelo
546,Henrie,Orellana,50000,GU2345F,EconomyClass,En Vuelo
547,Marj,Cardenas,18000,GU2345F,EconomyClass,En Vuelo
548,Mab,Olivares,25000,GU2345F,EconomyClass,En Vuelo
549,Josiah,Alarcon,12000,GU2345F,EconomyClass,En Vuelo
550,Mathe,Gallardo,12000,GU2345F,EconomyClass,En Vuelo
551,Gauthier,Ortiz,12000,GU2345F,EconomyClass,En Vuelo
552,Delmore,Garrido,33000,GU2345F,EconomyClass,En Vuelo
553,Lynett,Salazar,37000,GU2345F,EconomyClass,En Vuelo
554,Lucais,Guzman,42000,GU2345F,EconomyClass,En Vuelo
555,Clarice,Henriquez,33000,GU2345F,EconomyClass,En Vuelo
556,Aeriela,Saavedra,37000,GU2345F,EconomyClass,En Vuelo
557,Babbie,Navarro,15000,GU2345F,EconomyClass,En Vuelo
558,Caren,Aguilera,15000,GU2345F,EconomyClass,En Vuelo
559,Jessamine,Parra,18000,GU2345F,EconomyClass,En Vuelo
560,Hesther,Romero,15000,GU2345F,EconomyClass,En Vuelo
561,Sasha,Aravena,15000,GU2345F,EconomyClass,En Vuelo
562,Erica,Vargas,10000,GU2345F,EconomyClass,En Vuelo
563,Keith,Vazquez,10000,GU2345F,EconomyClass,En Vuelo
564,Briney,Caceres,12000,GU2345F,EconomyClass,En Vuelo
565,Rutherford,Yunes,15000,GU2345F,EconomyClass,En Vuelo
566,Lemmie,Leiva,18000,GU2345F,EconomyClass,En Vuelo
567,Dur,Escobar,25000,GU2345F,EconomyClass,En Vuelo
568,Modesta,Ruiz,33000,GU2345F,EconomyClass,En Vuelo
569,Carter,Valdes,33000,GU2345F,EconomyClass,En Vuelo
570,Retha,Vidal,15000,GU2345F,EconomyClass,En Vuelo
571,Carma,Salinas,33000,GU2345F,EconomyClass,En Vuelo
572,Antonella,Zuniga,15000,GU2345F,EconomyClass,En Vuelo
573,Sutherlan,Pena,10000,GU2345F,EconomyClass,En Vuelo
574,Phillipe,Godoy,37000,GU2345F,EconomyClass,En Vuelo
632,Josepha,Rodriguez,20000,HY4567D,EconomyClass,Demorado
633,Shandra,Lopez,50000,HY4567D,EconomyClass,Demorado
634,Viva,Fuentes,25000,HY4567D,EconomyClass,Demorado
635,Sherwin,Hernandez,10000,HY4567D,EconomyClass,Demorado
636,Abigail,Torres,18000,HY4567D,EconomyClass,Demorado
637,Rosalia,Araya,18000,HY4567D,EconomyClass,Demorado
638,Merissa,Flores,25000,HY4567D,EconomyClass,Demorado
639,Marylee,Espinoza,50000,HY4567D,EconomyClass,Demorado
640,Wolfy,Valenzuela,33000,HY4567D,EconomyClass,Demorado
641,Maia,Castillo,10000,HY4567D,EconomyClass,Demorado
642,Elinor,Tapia,33000,HY4567D,EconomyClass,Demorado
643,Neron,Reyes,42000,HY4567D,EconomyClass,Demorado
644,Malachi,Gutierrez,25000,HY4567D,EconomyClass,Demorado
645,Sarajane,Castro,10000,HY4567D,EconomyClass,Demorado
646,Arlie,Pizarro,42000,HY4567D,EconomyClass,Demorado
647,Felike,Alvarez,12000,HY4567D,EconomyClass,Demorado
648,Ethan,Vazquez,12000,HY4567D,EconomyClass,Demorado
649,Ruthy,Sanchez,20000,HY4567D,EconomyClass,Demorado
650,Hugo,Fernandez,30000,HY4567D,EconomyClass,Demorado
651,Thorndike,Ramirez,10000,HY4567D,EconomyClass,Demorado
652,Cesaro,Carrasco,30000,HY4567D,EconomyClass,Demorado
653,Harmonia,Gomez,12000,HY4567D,EconomyClass,Demorado
654,Damara,Cortes,12000,HY4567D,EconomyClass,Demorado
655,Maddy,Herrera,25000,HY4567D,EconomyClass,Demorado
656,Filmer,Nunez,50000,HY4567D,EconomyClass,Demorado
657,Boothe,Jara,12000,HY4567D,EconomyClass,Demorado
658,Dorrie,Vergara,42000,HY4567D,EconomyClass,Demorado
659,Willdon,Rivera,10000,HY4567D,EconomyClass,Demorado
660,Cindi,Figueroa,12000,HY4567D,EconomyClass,Demorado
661,Shermie,Riquelme,12000,HY4567D,EconomyClass,Demorado
662,Byrom,Garcia,42000,HY4567D,EconomyClass,Demorado
663,Millie,Miranda,15000,HY4567D,EconomyClass,Demorado
664,Natassia,Bravo,42000,HY4567D,EconomyClass,Demorado
665,Wheeler,Vera,25000,HY4567D,EconomyClass,Demorado
666,Caritta,Molina,12000,HY4567D,EconomyClass,Demorado
667,Kennan,Vega,12000,HY4567D,EconomyClass,Demorado
668,Katina,Campos,20000,HY4567D,EconomyClass,Demorado
669,Beverlee,Sandoval,25000,HY4567D,EconomyClass,Demorado
670,Arlette,Orellana,30000,HY4567D,EconomyClass,Demorado
671,Jacqueline,Cardenas,50000,HY4567D,EconomyClass,Demorado
672,Sheila-kathryn,Olivares,10000,HY4567D,EconomyClass,Demorado
673,Lambert,Alarcon,42000,HY4567D,EconomyClass,Demorado
674,Lamont,Gallardo,33000,HY4567D,EconomyClass,Demorado
675,Immanuel,Ortiz,33000,HY4567D,EconomyClass,Demorado
676,Nani,Garrido,50000,HY4567D,EconomyClass,Demorado
677,Galen,Salazar,50000,HY4567D,EconomyClass,Demorado
678,Nilson,Guzman,10000,HY4567D,EconomyClass,Demorado
679,Tomi,Hernandez,50000,HY4567D,EconomyClass,Demorado
680,Flore,Saavedra,30000,HY4567D,EconomyClass,Demorado
681,Burgess,Navarro,12000,HY4567D,EconomyClass,Demorado
682,Tally,Aguilera,42000,HY4567D,EconomyClass,Demorado
683,Jaquenette,Parra,25000,HY4567D,EconomyClass,Demorado
684,Sly,Romero,42000,HY4567D,EconomyClass,Demorado
685,Yul,Aravena,30000,HY4567D,EconomyClass,Demorado
686,Rosalyn,Vargas,37000,HY4567D,EconomyClass,Demorado
687,Devondra,Vazquez,10000,HY4567D,EconomyClass,Demorado
688,Xenos,Caceres,37000,HY4567D,EconomyClass,Demorado
689,Terrence,Yunes,42000,HY4567D,EconomyClass,Demorado
690,Krystyna,Leiva,50000,HY4567D,EconomyClass,Demorado
691,Krishna,Escobar,50000,HY4567D,EconomyClass,Demorado
692,Zorina,Ruiz,18000,HY4567D,EconomyClass,Demorado
693,Baxy,Valdes,20000,HY4567D,EconomyClass,Demorado
694,Terrie,Vidal,42000,HY4567D,EconomyClass,Demorado
695,Justino,Salinas,18000,HY4567D,EconomyClass,Demorado
696,Erhard,Zuniga,33000,HY4567D,EconomyClass,Demorado
697,Robbie,Pena,30000,HY4567D,EconomyClass,Demorado
698,Paddie,Godoy,33000,HY4567D,EconomyClass,Demorado
699,Evelyn,Lagos,10000,HY4567D,EconomyClass,Demorado
700,Abbot,Maldonado,33000,HY4567D,EconomyClass,Demorado
701,Tedra,Bustos,33000,HY4567D,EconomyClass,Demorado
702,Rikki,Medina,12000,HY4567D,EconomyClass,Demorado
703,Alverta,Pino,25000,HY4567D,EconomyClass,Demorado
704,Pauly,Palma,30000,HY4567D,EconomyClass,Demorado
705,Ariella,Moreno,12000,HY4567D,EconomyClass,Demorado
706,Lia,Sanhueza,20000,HY4567D,EconomyClass,Demorado
707,Petronille,Carvajal,42000,HY4567D,EconomyClass,Demorado
708,Merle,Navarrete,10000,HY4567D,EconomyClass,Demorado
709,Hagan,Saez,50000,HY4567D,EconomyClass,Demorado
710,Nikolaus,Alvarado,30000,HY4567D,EconomyClass,Demorado
711,Cinda,Donoso,42000,HY4567D,EconomyClass,Demorado
712,Matelda,Poblete,18000,HY4567D,EconomyClass,Demorado
713,Roslyn,Bustamante,25000,HY4567D,EconomyClass,Demorado
714,Jerrylee,Toro,10000,HY4567D,EconomyClass,Demorado
715,Lucky,Ortega,42000,IB0800A,EconomyClass,Aterrizado
716,Elita,Venegas,18000,IB0800A,EconomyClass,Aterrizado
717,Hyacinthia,Guerrero,25000,IB0800A,EconomyClass,Aterrizado
718,Fina,Mendoza,42000,IB0800A,EconomyClass,Aterrizado
719,Kamila,Faria,42000,IB0800A,EconomyClass,Aterrizado
720,Jennie,San Martin,42000,IB0800A,EconomyClass,Aterrizado
721,Riobard,Gonzalez,42000,IB0800A,EconomyClass,Aterrizado
722,Joannes,Fernandez,10000,IB0800A,EconomyClass,Aterrizado
723,Darlene,Rodriguez,42000,IB0800A,EconomyClass,Aterrizado
724,Zia,Lopez,42000,IB0800A,EconomyClass,Aterrizado
725,Cristina,Martin,15000,IB0800A,EconomyClass,Aterrizado
726,Jonathon,Sanchez,50000,IB0800A,EconomyClass,Aterrizado
727,Rickie,Perez,42000,IB0800A,EconomyClass,Aterrizado
728,Klara,Gomez,50000,IB0800A,EconomyClass,Aterrizado
729,Osbert,Martin,33000,IB0800A,EconomyClass,Aterrizado
730,Emmet,Jimenez,37000,IB0800A,EconomyClass,Aterrizado
731,Cassandry,Ruiz,33000,IB0800A,EconomyClass,Aterrizado
732,Enrica,Hernandez,18000,IB0800A,EconomyClass,Aterrizado
733,Evvy,Diaz,42000,IB0800A,EconomyClass,Aterrizado
734,Silas,Moreno,20000,IB0800A,EconomyClass,Aterrizado
735,Kaia,Alvarez,25000,IB0800A,EconomyClass,Aterrizado
736,Arvie,Munoz,15000,IB0800A,EconomyClass,Aterrizado
805,Fred,Navarro,25000,FR5678G,EconomyClass,En Horario
806,Almira,Aguilera,42000,FR5678G,EconomyClass,En Horario
807,Wini,Parra,37000,FR5678G,EconomyClass,En Horario
808,Emanuel,Romero,30000,FR5678G,EconomyClass,En Horario
809,Obadias,Aravena,10000,FR5678G,EconomyClass,En Horario
810,Efrem,Vargas,20000,FR5678G,EconomyClass,En Horario
811,Susi,Vazquez,18000,FR5678G,EconomyClass,En Horario
812,Maxy,Caceres,15000,FR5678G,EconomyClass,En Horario
813,Agnes,Yunes,42000,FR5678G,EconomyClass,En Horario
814,Obadiah,Leiva,12000,FR5678G,EconomyClass,En Horario
815,Lefty,Escobar,50000,FR5678G,EconomyClass,En Horario
816,Michele,Ruiz,42000,FR5678G,EconomyClass,En Horario
817,Cynthia,Valdes,25000,FR5678G,EconomyClass,En Horario
818,Hyatt,Vidal,20000,FR5678G,EconomyClass,En Horario
819,Roch,Salinas,33000,FR5678G,EconomyClass,En Horario
820,Mag,Zuniga,12000,FR5678G,EconomyClass,En Horario
821,Trevor,Pena,10000,FR5678G,EconomyClass,En Horario
